,state_code,zip_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,closed_at_year,closed_at_month,yyyy,mm,month_name,first_funding_at_year,first_funding_at_month
464,TX,78759,Austin,NextIO,2003-01-01,2013-01-07,2005-01-11,2012-05-17,2.0301,9.3808,9.0055,9.0055,10,4,49600000,1,0,0,0,1,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2.6667,1,0,2013,1,2012,5,May,2005,1
465,CA,91302,Calabasas,Emergent Game Technologies,2000-01-01,2024-11-22,2007-07-05,2009-12-10,7.5123,9.9479,0.4164,0.4164,3,5,51450000,1,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.6667,1,1,2024,11,2009,12,Dec,2007,7
466,CA,94107,San Francisco,threadsy,2008-06-01,2024-11-22,2008-03-27,2010-12-07,-0.1808,2.5178,4.6904,4.6904,7,2,6300000,1,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1,1,2024,11,2010,12,Dec,2008,3
467,NY,10001,New York,Sonar.me,2010-01-01,2024-11-22,2012-01-01,2012-01-01,2.0,2.0,1.0274,3.1644,8,1,200000,3,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1,0,2024,11,2012,1,Jan,2012,1
468,OH,45202,Cincinnati,StyleZen,2011-09-01,2013-01-04,2011-09-01,2011-09-01,0.0,0.0,0.0,0.0,2,1,20000,1,0,0,0,0,1,fashion,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,2013,1,2011,9,Sep,2011,9
469,MA,1864,North Reading,Kiva Systems,2003-01-01,2024-11-22,2003-01-01,2006-05-24,0.0,3.3945,6.9781,9.2192,13,2,11600000,3,0,0,1,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2.0,1,1,2024,11,2006,5,May,2003,1
470,CA,94041,Mountain View,Krillion,2006-05-01,2024-11-22,2006-06-14,2006-06-14,0.1205,0.1205,-0.2438,5.263,6,1,9150000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,2024,11,2006,6,Jun,2006,6
471,OH,45202,Cincinnati,Transactiv,2009-07-01,2024-11-22,2009-10-13,2009-10-13,0.2849,0.2849,0.0,0.2849,2,1,1200000,2,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0,1,0,2024,11,2009,10,Oct,2009,10
472,CA,90049,Los Angeles,nprogress,2010-02-01,2012-01-01,2011-12-01,2011-12-01,1.8301,1.8301,1.1616,1.1616,4,1,1700000,2,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,1,0,2012,1,2011,12,Dec,2011,12
473,CA,94010,Burlingame,Brightkite,2007-01-01,2011-01-12,2007-08-01,2009-07-06,0.5808,2.5123,0.5918,4.9699,9,3,1415000,4,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1,1,2011,1,2009,7,Jul,2007,8
474,CA,94104,San Francisco,Peanut Labs,2005-01-01,2024-11-22,2006-02-01,2008-02-19,1.0849,3.1342,5.9178,7.9342,16,2,4200000,2,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.5,1,1,2024,11,2008,2,Feb,2006,2
475,MA,2110,Boston,FlipKey,2007-01-01,2024-11-22,2007-12-01,2008-08-20,0.9151,1.6356,4.8521,6.0904,7,2,500000,2,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0,1,2024,11,2008,8,Aug,2007,12
476,TX,75082,Richardson,AppTrigger,2002-01-01,2024-11-22,2007-12-13,2007-12-13,5.9507,5.9507,0,0,1,1,21500000,0,0,0,0,1,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,1,2024,11,2007,12,Dec,2007,12
477,UT,84042,Lindon,Footnote,2006-06-01,2024-11-22,2006-06-16,2008-01-01,0.0411,1.5863,2.2795,4.3918,4,2,10000000,2,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,2024,11,2008,1,Jan,2006,6
478,CA,90064,Los Angeles,NextMedium,2004-01-01,2024-11-22,2005-02-01,2006-07-24,1.0877,2.5616,4.0027,4.0027,7,2,9500000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,0,2024,11,2006,7,Jul,2005,2
479,NM,87102,Albuquerque,iosil Energy,2007-01-01,2012-04-03,2009-12-24,2012-03-17,2.9808,5.211,0,0,4,2,13875001,0,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,1,0,2012,4,2012,3,Mar,2009,12
480,NJ,7701,Red Bank,Kurani Interactive,2000-01-01,2013-01-06,2010-11-25,2010-11-25,10.9068,10.9068,9.2548,9.2548,5,1,275000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,2013,1,2010,11,Nov,2010,11
481,CA,94306,Palo Alto,Kapow Software,2005-01-01,2024-11-22,2005-02-01,2010-01-13,0.0849,5.0356,1.8329,1.8329,10,3,19743770,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1,2024,11,2010,1,Jan,2005,2
482,MA,2110,Boston,Locately,2008-07-01,2024-11-22,2010-08-01,2012-07-07,2.0849,4.0192,2.5041,2.5041,5,5,1178000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,1,2024,11,2012,7,Jul,2010,8
483,CA,94306,Palo Alto,TrustedID,2005-01-01,2024-11-22,2005-10-01,2007-10-18,0.7479,2.7945,2.0575,3.8356,5,3,25000000,2,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1,1,2024,11,2007,10,Oct,2005,10
484,PA,18015,Bethlehem,Ciclon Semiconductor Device Corporation,2004-01-01,2024-11-22,2005-08-02,2007-03-07,1.5863,3.1808,0,0,1,3,24150000,0,0,0,0,0,1,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,1,1,2024,11,2007,3,Mar,2005,8
485,CA,94086,Sunnyvale,Azingo,2005-01-01,2009-11-08,2006-10-01,2008-07-18,1.7479,3.5452,2.0,2.0,4,2,80000000,1,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,0,2009,11,2008,7,Jul,2006,10
486,CA,95051,Santa Clara,Vudu,2004-01-01,2024-11-22,2005-06-01,2007-04-29,1.4164,3.326,4.4192,9.8164,11,2,36000000,3,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,1,2024,11,2007,4,Apr,2005,6
487,MO,63043,Saint Louis,"ITOG, Inc.",2006-09-19,2024-11-22,2008-02-11,2008-02-11,1.3973,1.3973,0,0,1,1,205000,0,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,2024,11,2008,2,Feb,2008,2
488,CA,94089,Sunnyvale,Plaxo,2002-11-17,2024-11-22,2002-11-01,2007-02-01,-0.0438,4.211,6.4164,9.0658,27,4,28300000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,1,2024,11,2007,2,Feb,2002,11
489,CA,94303,Palo Alto,Sharetivity,2007-07-07,2012-11-11,2006-05-01,2006-05-01,-1.1836,-1.1836,0.8301,0.8301,1,1,2000000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,2012,11,2006,5,May,2006,5
490,CA,94066,San Bruno,YouTube,2005-02-01,2024-11-22,2005-11-01,2006-04-01,0.7479,1.1616,2.4,8.8384,63,2,11500000,6,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.0,1,1,2024,11,2006,4,Apr,2005,11
491,NY,10018,New York City,Hashable,2010-01-01,2024-11-22,2010-11-22,2010-11-22,0.8904,0.8904,1.3288,2.526,15,1,4000000,2,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,2024,11,2010,11,Nov,2010,11
492,NY,10016,New York,MyNines,2009-08-01,2011-05-08,2010-04-19,2010-04-19,0.7151,0.7151,0.7479,2.011,2,1,500000,2,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,1,0,2011,5,2010,4,Apr,2010,4
493,TX,78759,Austin,itzbig,2006-06-01,2024-11-22,2007-02-27,2007-02-27,0.7425,0.7425,1.1671,3.9151,9,1,4000000,2,0,0,0,1,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,0,2024,11,2007,2,Feb,2007,2
494,NY,11201,Brooklyn,Loosecubes,2010-01-01,2012-01-01,2010-01-01,2012-06-05,0.0,2.4274,2.4274,2.4986,8,2,9030000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,0,2012,1,2012,6,Jun,2010,1
495,PA,19104,Philadelphia,Avid Radiopharmaceuticals,2005-01-01,2024-11-22,2005-01-25,2009-05-21,0.0658,4.3863,0,0,15,4,69900000,0,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,4.75,1,1,2024,11,2009,5,May,2005,1
496,CA,90024,Los Angeles,Contur,2011-09-01,2012-01-11,2012-05-01,2012-05-01,0.6658,0.6658,0.4192,0.4192,2,1,20000,1,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,2012,1,2012,5,May,2012,5
497,IN,46204,Indianapolis,ExactTarget,2000-12-01,2024-11-22,2004-07-21,2012-10-24,3.6384,11.9041,10.9836,12.6822,29,7,238209999,3,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,1,2024,11,2012,10,Oct,2004,7
498,MA,1803,Burlington,Rhythmia Medical,2004-01-01,2024-11-22,2007-02-06,2010-09-24,3.1014,6.7342,4.0027,6.7342,3,3,14700000,2,0,0,1,0,0,medical,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.0,0,1,2024,11,2010,9,Sep,2007,2
499,CA,94303,Palo Alto,MyMiniLife,2007-01-01,2024-11-22,2006-11-15,2007-11-15,-0.1288,0.8712,-0.5863,1.2137,4,3,430000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6667,0,1,2024,11,2007,11,Nov,2006,11
500,CA,94403,San Mateo,Adept Cloud,2011-06-01,2024-11-22,2012-10-01,2012-11-01,1.337,1.4219,0.5863,0.5863,5,2,1015000,1,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,1,2024,11,2012,11,Nov,2012,10
501,CA,94025,Menlo Park,Factery,2009-04-01,2024-11-22,2009-09-10,2009-09-10,0.4438,0.4438,0.8192,0.8192,2,1,1200000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,0,2024,11,2009,9,Sep,2009,9
502,PA,18938,New Hope,"MeetMe, Inc.",2005-04-01,2024-11-22,2007-01-29,2008-07-29,1.8301,3.3288,3.274,7.6274,16,2,17100000,4,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,1,2024,11,2008,7,Jul,2007,1
503,CO,80155,Englewood,WildBlue,2004-01-01,2024-11-22,2008-09-03,2008-09-03,4.6767,4.6767,5.9671,5.9671,0,1,50000000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,2024,11,2008,9,Sep,2008,9
504,CA,90039,Los Angeles,HeadCase Humanufacturing,2006-01-01,2012-01-01,2006-08-28,2006-08-28,0.6548,0.6548,0,0,3,1,900000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,2012,1,2006,8,Aug,2006,8
505,CA,94401,San Mateo,bluepulse,1990-04-10,2010-01-01,2007-04-01,2007-04-01,16.9863,16.9863,16.663,18.3233,7,1,6000000,2,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,0,2010,1,2007,4,Apr,2007,4
506,NY,10003,New York,Mr. Youth,2002-01-01,2024-11-22,2002-10-01,2009-02-01,0.7479,7.0904,8.0055,9.874,5,2,15100000,3,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.0,0,1,2024,11,2009,2,Feb,2002,10
507,CA,94954,Petaluma,Teknovus,2001-01-01,2024-11-22,2002-01-01,2009-11-16,1.0,8.8795,4.0027,9.1863,7,5,62600000,2,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,9.3333,1,1,2024,11,2009,11,Nov,2002,1
508,CA,94063,Redwood City,Qik,2006-06-01,2024-11-22,2008-04-09,2011-01-06,1.8575,4.6027,3.9178,6.4301,15,4,14800000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2.25,1,1,2024,11,2011,1,Jan,2008,4
509,CA,91601,North Hollywood,EQAL,2008-04-01,2024-11-22,2008-04-16,2011-05-23,0.0411,3.1425,1.8466,4.4877,30,2,6875000,5,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,1,1,2024,11,2011,5,May,2008,4
510,TX,76710,Waco,IonLogix Systems,2007-12-11,2011-02-02,2008-10-24,2008-10-24,0.8712,0.8712,0,0,1,1,30000,0,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,2011,2,2008,10,Oct,2008,10
511,CA,95054,Santa Clara,Atrica,2000-01-01,2024-11-22,2006-04-05,2006-04-05,6.263,6.263,6.0055,6.0055,10,1,22200000,1,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,1,0,2024,11,2006,4,Apr,2006,4
512,CO,80302,Boulder,Socialthing,2007-05-18,2024-11-22,2007-08-01,2007-10-23,0.2055,0.4329,0.4685,2.9507,6,2,415000,2,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1,1,2024,11,2007,10,Oct,2007,8
513,NY,10010,New York,Next New Networks,2007-03-01,2024-11-22,2007-01-01,2010-12-29,-0.1616,3.8329,3.0027,4.7014,16,4,27063781,4,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.5,1,1,2024,11,2010,12,Dec,2007,1
514,CA,93013,Carpinteria,AdECN,2003-01-01,2024-11-22,2006-02-01,2006-02-01,3.0877,3.0877,5.0027,5.0027,6,1,3100000,1,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0,1,1,2024,11,2006,2,Feb,2006,2
515,CA,94025,Menlo Park,Cuil,2005-01-01,2010-01-09,2007-03-01,2008-04-15,2.1616,3.2877,3.4986,7.6904,13,2,33000000,4,0,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,0,2010,1,2008,4,Apr,2007,3
516,CA,94043,Mountain View,Sensory Networks,2003-01-01,2024-11-22,2005-10-10,2008-01-01,2.7753,5.0027,4.1644,10.7534,2,3,17400000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.0,1,1,2024,11,2008,1,Jan,2005,10
517,CA,94025,Menlo Park,Flock,2005-01-01,2024-11-22,2005-01-01,2008-05-21,0.0,3.3863,5.3973,8.7123,17,5,28300000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2.0,1,1,2024,11,2008,5,May,2005,1
518,CA,94043,Mountain View,AdMob,2006-12-01,2024-11-22,2006-09-01,2009-01-29,-0.2493,2.1644,1.411,6.537000000000001,42,4,46800000,6,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.5,1,1,2024,11,2009,1,Jan,2006,9
519,IL,60654,Chicago,FeeFighters,2009-01-01,2024-11-22,2010-05-01,2011-01-12,1.3288,2.0301,2.0,2.0301,5,3,1525000,2,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.6667,1,1,2024,11,2011,1,Jan,2010,5
520,NY,10010,New York City,WeHostels,2011-11-15,2024-11-22,2012-03-18,2012-03-18,0.3397,0.3397,0.5452,1.7151,9,1,1200000,3,0,1,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.0,1,1,2024,11,2012,3,Mar,2012,3
521,CA,94040,Mountain View,TimeBridge,2005-05-01,2024-11-22,2005-07-05,2009-05-11,0.1781,4.0301,3.674,7.2438,6,3,12400000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,1,2024,11,2009,5,May,2005,7
522,PA,19380,West Chester,Lazarus Therapeutics,2006-01-01,2012-01-02,2010-08-02,2010-08-02,4.5863,4.5863,0,0,1,1,100000,0,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,1,0,2012,1,2010,8,Aug,2010,8
523,CA,94105,San Francisco,Loyalty Lab,2003-01-01,2024-11-22,2005-03-22,2010-04-29,2.2219,7.3288,7.0055,7.0055,4,3,11000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.6667,1,1,2024,11,2010,4,Apr,2005,3
524,TN,37201,Nashville,RentStuff.com,2010-01-01,2024-11-22,2011-05-05,2012-04-12,1.3397,2.2795,1.0,1.0,3,2,675000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,1,2024,11,2012,4,Apr,2011,5
525,CA,94086,Sunnyvale,ZManda,2005-01-01,2024-11-22,2005-01-01,2007-05-22,0.0,2.3863,0,0,5,2,13000000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,1,2024,11,2007,5,May,2005,1
526,NY,10012,New York,Jumo,2010-02-01,2024-11-22,2010-11-01,2010-11-01,0.7479,0.7479,1.0329,2.4986,5,1,3500000,2,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1,1,2024,11,2010,11,Nov,2010,11
527,MA,1730,Bedford,Sionex,2001-01-01,2010-06-08,2005-12-07,2005-12-07,4.9342,4.9342,0.0,0.0,2,1,12000000,1,0,0,1,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,0,2010,6,2005,12,Dec,2005,12
528,CA,94002,Belmont,sezmi,2007-01-01,2024-11-22,2007-08-01,2011-11-07,0.5808,4.8521,0.9068,5.4164,10,5,78573646,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,4.3333,1,1,2024,11,2011,11,Nov,2007,8
529,TN,37212,Nashville,StudioNow,2007-01-01,2024-11-22,2007-06-15,2013-01-29,0.4521,6.0822,3.7425,3.7425,2,3,15286415,1,0,0,0,0,1,photo_video,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,1,2024,11,2013,1,Jan,2007,6
530,CA,94111,San Francisco,PicApp,2008-01-01,2024-11-22,2008-09-17,2008-09-17,0.7123,0.7123,1.5836,3.0027,5,1,3200000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,1,2024,11,2008,9,Sep,2008,9
531,WA,98371,Puyallup,Million Dollar Earth,2011-03-01,2012-01-10,2011-03-07,2011-03-07,0.0164,0.0164,0.0,0.0,1,1,30000,1,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,2012,1,2011,3,Mar,2011,3
532,CA,94403,San Mateo,Composite Software,2002-01-01,2024-11-22,2002-01-01,2012-10-24,0.0,10.8192,9.5863,9.5863,28,3,14650003,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,1,2024,11,2012,10,Oct,2002,1
533,CA,94110,San Francisco,Terracotta,2003-01-01,2024-11-22,2006-02-27,2008-09-01,3.1589,5.6712,9.0055,9.0055,9,2,23500000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.0,1,1,2024,11,2008,9,Sep,2006,2
534,MA,1719,Boxborough,FireStar Software,2001-01-01,2024-11-22,2006-01-03,2006-01-03,5.0082,5.0082,0,0,2,1,980000,0,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,2024,11,2006,1,Jan,2006,1
535,CA,94085,Sunnyvale,Aquest Systems,2004-01-01,2010-10-11,2007-02-26,2007-02-26,3.1562,3.1562,0,0,0,1,20000000,0,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,0,2010,10,2007,2,Feb,2007,2
536,WA,98104,Seattle,Faves,2004-12-01,2024-11-22,2004-01-01,2004-01-01,-0.9178,-0.9178,0,0,4,1,1500000,0,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,2024,11,2004,1,Jan,2004,1
537,CA,90404,Santa Monica,Generate,2004-01-01,2024-11-22,2008-03-04,2009-07-14,4.1753,5.537000000000001,6.3836,6.3836,0,2,8000000,1,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5,1,1,2024,11,2009,7,Jul,2008,3
538,CA,94401,San Mateo,Attributor,2005-10-01,2024-11-22,2006-01-28,2010-06-10,0.326,4.6932,3.2548,4.6932,13,4,25200000,3,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4.0,1,1,2024,11,2010,6,Jun,2006,1
539,CA,94403,San Mateo,Greenplum Software,2003-06-01,2024-11-22,2006-03-01,2008-01-01,2.7507,4.589,7.9205,9.211,21,4,61000000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1,1,2024,11,2008,1,Jan,2006,3
540,CA,95054,Santa Clara,PlaySpan,2006-05-01,2024-11-22,2007-09-01,2010-08-19,1.337,4.3041,2.0822,5.8356,12,4,46300000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,4.25,1,1,2024,11,2010,8,Aug,2007,9
541,MD,20815,Chevy Chase,JackBe,2002-01-01,2024-11-22,2006-01-10,2010-04-08,4.0274,8.2712,5.811,11.0986,15,4,24500000,5,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.3333,1,1,2024,11,2010,4,Apr,2006,1
542,CA,94404,San Mateo,D2C Games,2006-01-01,2024-11-22,2006-12-27,2007-08-29,0.9863,1.6575,-1.3342,-1.3342,1,2,7500000,1,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,0,2024,11,2007,8,Aug,2006,12
543,CA,94304,Palo Alto,Zimbra,2003-01-01,2024-11-22,2006-04-01,2006-04-01,3.2493,3.2493,3.8356,7.8959,19,1,14500000,3,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.0,1,1,2024,11,2006,4,Apr,2006,4
544,WA,98005,Bellevue,Smith & Tinker,2007-01-01,2012-08-11,2009-08-25,2009-08-25,2.6493,2.6493,1.0,1.0,1,1,29000000,1,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.0,1,0,2012,8,2009,8,Aug,2009,8
545,CA,94085,Sunnyvale,Mu Dynamics,2005-01-01,2024-11-22,2005-01-01,2008-05-19,0.0,3.3808,5.6795,5.6795,5,3,24000000,1,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.6667,1,1,2024,11,2008,5,May,2005,1
546,CA,91302,Calabasas,Fulcrum Microsystems,2000-01-01,2024-11-22,2005-05-09,2010-03-15,5.3562,10.2082,8.0055,8.0055,2,4,81017493,1,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5.6667,1,1,2024,11,2010,3,Mar,2005,5
547,CA,94105,San Francisco,ReTel Technologies,2007-10-01,2024-11-22,2009-08-06,2009-12-02,1.8493,2.1726,2.1699,5.0822,4,2,1000000,3,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.5,1,1,2024,11,2009,12,Dec,2009,8
548,CO,80027,Louisville,NexGen Storage,2010-01-01,2024-11-22,2011-02-07,2011-11-15,1.1014,1.8712,2.6466,2.6959,14,2,12010000,2,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.5,1,1,2024,11,2011,11,Nov,2011,2
549,MA,1801,Woburn,WAY Systems,2002-01-01,2024-11-22,2005-10-03,2005-10-03,3.7562,3.7562,-1.0,8.674,2,1,22000000,3,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,1,1,2024,11,2005,10,Oct,2005,10
550,CA,94025,Menlo Park,Roxro Pharma,1999-01-01,2001-01-01,2007-06-12,2007-06-12,8.4493,8.4493,0,0,1,1,42700000,0,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,1,0,2001,1,2007,6,Jun,2007,6
551,CA,94025,Menlo Park,Intelliden,2000-01-01,2024-11-22,2005-12-21,2007-05-22,5.9753,7.3918,4.0027,4.0027,5,3,80000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,1,1,2024,11,2007,5,May,2005,12
552,CA,95008-2069,Campbell,Forrst,2010-01-25,2024-11-22,2011-03-24,2011-03-24,1.1589,1.1589,-0.0658,2.9616,3,1,205000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,1,1,2024,11,2011,3,Mar,2011,3
553,NY,10017,New York,XGraph,2008-10-01,2024-11-22,2010-07-07,2010-07-07,1.7644,1.7644,0.0,3.0849,5,1,3750000,2,0,1,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,1,2024,11,2010,7,Jul,2010,7
554,CA,94301,Palo Alto,Color Labs Inc.,2010-08-01,2013-01-06,2010-08-01,2011-03-23,0.0,0.6411,1.5836,3.0685,11,2,41000000,2,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,1,0,2013,1,2011,3,Mar,2010,8
